epoch,model_52,model_49,model_42
1,1.541541576385498,1.2257637977600098,1.2988567352294922
2,0.6329439282417297,0.546233057975769,0.5726366639137268
3,0.43648210167884827,0.4059423506259918,0.45031213760375977
4,0.3935718238353729,0.35302695631980896,0.3366050720214844
5,0.39596739411354065,0.3674708902835846,0.33680304884910583
6,0.38756063580513,0.38490623235702515,0.3070441484451294
7,0.4480670392513275,0.3817157745361328,0.340989351272583
8,0.46418067812919617,0.4088134765625,0.37061360478401184
9,0.5699827671051025,0.38800105452537537,0.35512596368789673
10,0.5498916506767273,0.4948294758796692,0.4362158179283142
11,0.5699036121368408,0.5691892504692078,0.45856159925460815
12,0.6024594902992249,0.5540331602096558,0.5198271870613098
13,0.64151930809021,0.5398707985877991,0.4588392674922943
14,0.593859076499939,0.691917359828949,0.5453987121582031
15,0.6789718866348267,0.5431886911392212,0.5205517411231995
16,0.6373053193092346,0.6016051173210144,0.5596396327018738
17,0.680839478969574,0.6303437948226929,0.5775996446609497
18,0.70561683177948,0.6538563966751099,0.5998886823654175
19,0.7280051112174988,0.6721702218055725,0.6160702705383301
20,0.7468925714492798,0.6884874105453491,0.6322628855705261
21,0.7645949125289917,0.7051220536231995,0.647300124168396
22,0.7826364636421204,0.7204602360725403,0.6597641706466675
23,0.798488438129425,0.7341093420982361,0.6731012463569641
24,0.8144362568855286,0.7490566968917847,0.686363160610199
25, , ,0.6989268064498901
26, , ,0.7120023965835571
